,carlsen,chess,tournament,wins,championship,rapid,blitz,classical,win,world
"The game should have ended in a draw, but Leko erred in the endgame, allowing Carlsen to win two pawns.",False,False,False,False,False,False,False,False,True,False
It has always struck me why the results of chess knock-out events are so much different from the...,False,True,False,False,False,False,False,False,False,False
Aronian won the tournament with 6/9 (+30=6).,False,False,True,False,False,False,False,False,False,False
"Carlsen started the tournament with 2/2, beating Mamedyarov and Nakamura.",False,False,True,False,False,False,False,False,False,False
"He started off poorly, scoring  points out of 3 games, losing to Levon Aronian, drawing against Sune Berg Hansen , and losing again to Yannick Pelletier due to a blunder .",False,False,False,False,False,False,False,False,True,False
"He won his first game against Nepomniachtchi, the Candidates Tournament 2022 winner.",False,False,False,False,False,False,False,False,True,False
"1 blitz ranking after he had a weak second day in the World Blitz Championship, and was unable to retain his World Blitz Champion title, losing it to Alexander Grischuk .",False,False,False,False,False,False,True,False,False,False
"The Norwegian, who will turn 21 in six days, won so many tournaments in recent years that it's not a surprise to see him finishing first in Moscow as well.",False,False,True,False,False,False,False,False,False,False
No it's not a title of the best player in the world.,False,False,False,False,False,False,False,False,False,True
"^ ""Melody Amber: Aronian wins with 2 point lead"" .",False,False,False,True,False,False,False,False,True,False
"[10] He has three sisters, and in 2010 stated that one of the things that first motivated him to take up chess seriously was the desire to beat his elder sister at the game.",False,True,False,False,False,False,False,False,False,False
"The only thing I know is that I have talent in chess, and Im satisfied with that.""",False,True,False,False,False,False,False,False,False,False
"5/19/2006  This week the Bosna 2006 tournament was held in Sarajevo, Bosnia, with six players averaging 2659 Elo points.",False,False,True,False,False,False,False,False,False,False
Photograph: Graphic Leonard Barden Fri 12 Mar 2010 19.06 EST The most significant chess news this month is a negative item.,False,True,False,False,False,False,False,False,False,False
Carlsen shared first place alongside Ivanchuk in the Amber blindfold and rapid tournament.,False,False,True,False,False,True,False,False,False,False
"Tata R13: Carlsen wins by 1.5 points, Naiditsch first on tie-break in B,... (106).",False,False,False,True,False,False,False,False,True,False
chess.com .,False,True,False,False,False,False,False,False,False,False
In 2018 Carlsen beat American Fabiano Caruana to secure his fourth world chess title.,False,True,False,False,False,False,False,False,False,True
the playing site begins at 4:00 p.m. GM Jan Gustafsson doing live audio commentary on Playchess in English.,False,True,False,False,False,False,False,False,False,False
"As for the Sofia rules, whatever you want to call it, I dont think those rules are controversial at all, I just think at top level tournaments you should play out the games.",False,False,True,False,False,False,False,False,False,False
The ambition to get better and better is one of the driving forces in any top chess player.,False,True,False,False,False,False,False,False,False,False
2700chess.com .,False,True,False,False,False,False,False,False,False,False
"With a score of 23/38, he finished in third place behind Radjabov and winner Levon Aronian.",False,False,False,False,False,False,False,False,True,False
"Biel Rd.9: Caruana beats Morozevich, Carlsen wins Biel 2011. by ChessBase.",False,False,False,True,False,False,False,False,True,False
"1 in the FIDE rapid rating list with Elo ratings of 2847, and No.",False,False,False,False,False,True,False,False,False,False
"[222] The fifth leg, the 7th Sinquefield Cup , was a classical tournament.",False,False,True,False,False,False,False,True,False,False
"Carlsen: ""I guess the problem with Kramnik was he felt that as world champion he felt as if he shoudnt lose any games whatsoever in the first couple of years.",False,False,False,False,False,False,False,False,False,True
"[195] [196] Carlsen won the blitz event, scoring 16/21 (+132=6), one and a half points ahead of his nearest competitors, Karjakin and Anand.",False,False,False,False,False,False,True,False,False,False
"[176] In the blitz tournament, he scored 16/21, finishing second on tiebreak behind Karjakin, and 2 points clear of the rest of the field.",False,False,True,False,False,False,True,False,False,False
"""Magnus Carlsen: 'My job is to improve my chess' "" .",False,True,False,False,False,False,False,False,False,False
"That was a six game rapid tournament against three opponents, and even in rapid Anand hasn't been as strong as he used to be.",False,False,True,False,False,True,False,False,False,False
"In the chess world, there is a danger of becoming obsessive, lying awake at night thinking about possible moves and permutations of moves, but I hope I have managed to avoid that trap.",False,True,False,False,False,False,False,False,False,True
To win the Candidate tournament will be a very hard mental challenge for a 19 year old young man.,False,False,True,False,False,False,False,False,True,False
"^ ""Linares R14: All games drawn, Anand wins Super-GM"" .",False,False,False,True,False,False,False,False,True,False
"Carlsen played ten games for Norway in the 42nd Chess Olympiad , scoring five wins and five draws, as the Norwegians placed 5th among the 180 teams in the open event.",False,False,False,True,False,False,False,False,True,False
"Carlsen's next tournament was the Grand Slam Masters Final on 915 October, which he had qualified for automatically by winning three of the previous year's four Grand Slam chess events (2009 Nanjing Pearl Spring, 2010 Corus, 2010 Bazna Kings).",False,True,True,False,False,False,False,False,True,False
"In the exhibition blitz tournament at Biel before the GM tournament, Carlsen was eliminated (+12=0) in the first round by tienne Bacrot.",False,False,True,False,False,False,True,False,False,False
"""Grischuk wins FIDE World Blitz Championship"" .",False,False,False,True,False,False,False,False,True,False
"Non classical rated and blindfold competitions ( Grand Chess Tour , Amber and Lindores Abbey tournaments, Champions Showdown matches).",False,False,True,False,False,False,False,True,False,False
Anand qualified by winning the 2014 Candidates Tournament .,False,False,False,False,False,False,False,False,True,False
"He had a poor showing, scoring 8/18 (+34=2, points doubled) in rapid and 9/18 (+66=6) in blitz for a combined total of 17/36, putting him in sixth place.",False,False,False,False,False,True,True,False,True,False
"He said he had mulled his world championship future for more than a year, even before defeating Ian Nepomniachtchi for his fifth title, and that he was pretty comfortable with his decision to step aside.",False,False,False,False,True,False,False,False,False,True
All 12 classical time control games were drawn.,False,False,False,False,False,False,False,True,False,False
See also: List of chess grandmasters.,False,True,False,False,False,False,False,False,False,False
"[5] [385] [386] He said in 2015 that the middlegame is his favourite part of the game as it comes down to ""pure chess"".",False,True,False,False,False,False,False,False,False,False
There is live audio and video commentary on the chess server Playchess .,False,True,False,False,False,False,False,False,False,False
"Gelfand plays Wijk in a couple of months, I don't think it will remind of Topalov's Linares win before his latest title match or Kramnik's Linares win before his match against Leko.",False,False,False,False,False,False,False,False,True,False
"He fared worse in the rapid event (+12=2), which counted towards the overall standings, but retained enough of a lead to win the tournament.",False,False,True,False,False,True,False,False,True,False
Website magnuscarlsen .com /en /.,True,False,False,False,False,False,False,False,False,False
"In the first round he started with a win against Kramnik, and in the end he almost won the tournament.",False,False,True,False,False,False,False,False,True,False
"In the 11 rounds he achieved four wins, four draws and two losses in the blindfold, and three wins, two losses, and six draws in the rapid.",False,False,False,True,False,True,False,False,True,False
"Todays chess champions study not only from books and historical games but also using the chess engine Stockfish and the neural network NNUE , which werent available to Kasparov and Fischer in their primes.",False,True,False,False,False,False,False,False,False,False
Carlsen not only did a good job behind the chess board; also behind the computer screen he was in great form as he explained his game as an experienced trainer.,False,True,False,False,False,False,False,False,False,False
"^ ""Nanjing R10: Magnus wins with 2900+ performance"" .",False,False,False,True,False,False,False,False,True,False
"Vassily Ivanchuk, the top seed, continues to lead the tournament, followed by a host of grandmasters.",False,False,True,False,False,False,False,False,False,False
"The field featured World Champion Viswanathan Anand, female world No.",False,False,False,False,False,False,False,False,False,True
"In the London Chess Classic, played 312 December, Carlsen's streak of tournament victories ended when he finished third, behind Kramnik and Nakamura.",False,False,True,False,False,False,False,False,False,False
"""World Blitz 2015: Grischuk wins third title"" .",False,False,False,True,False,False,False,False,True,False
"[104] In the final, Carlsen defeated Anand 1 to win the championship.",False,False,False,False,True,False,False,False,True,False
"Carlsen ended the tournament with +31=5, losing to Caruana but beating Anand, Kramnik and Nakamura.",False,False,True,False,False,False,False,False,False,False
"He finished joint first with 7/9 (+50=4), and defeated Yu Yangyi in a tie-break match to win the tournament.",False,False,True,False,False,False,False,False,True,False
Aimchess US Rapid.,False,True,False,False,False,False,False,False,False,False
"^ ""Sergey Karjakin wins Norway Chess 2013"" .",False,False,False,True,False,False,False,False,True,False
"Carlsen participated in the 51st Biel Grandmaster tournament , held from 23 July to 1 August.",False,False,True,False,False,False,False,False,False,False
The tournament hall with the games under way.,False,False,True,False,False,False,False,False,False,False
"This blog will cover tournaments and events, trends and developments.",False,False,True,False,False,False,False,False,False,False
This was Carlsen's first classical tournament victory in 435 days.,False,False,True,False,False,False,False,True,False,False
Ugra-chess.,False,True,False,False,False,False,False,False,False,False
"My confidence is long gone ... At this point I just don't care anymore and I'm just waiting for the classical to start.""",False,False,False,False,False,False,False,True,False,False
I knew the capitals and populations of half the countries in the world.,False,False,False,False,False,False,False,False,False,True
"Tigran's problem, like Kramnik, is he did not play to win but not to lose.",False,False,False,False,False,False,False,False,True,False
"In that event, Carlsen was paired with Garry Kasparov , then the top-rated player in the world.",False,False,False,False,False,False,False,False,False,True
"[60] In the Linares chess tournament , Carlsen played against top-rated players Veselin Topalov , Viswanathan Anand , Peter Svidler , Alexander Morozevich , Levon Aronian , Peter Leko , and Vasyl Ivanchuk .",False,True,True,False,False,False,False,False,False,False
"At just 18 years of age, Magnus Carlsen is already close to the peak of the chess world.",False,True,False,False,False,False,False,False,False,True
"This resulted in a shared fifth place in the blindfold, shared third place in the rapid and a shared second place in the overall tournament.",False,False,True,False,False,True,False,False,False,False
"[81] Carlsen tied for second place with Veselin Topalov at the M-Tel Masters (category 21) tournament in Sofia, Bulgaria.",False,False,True,False,False,False,False,False,False,False
"Chess great Magnus Carlsen made history Tuesday as he extended his unbeaten run to 111 successive classical games, breaking the 110-game streak set by Sergei Tiviakov in 2005.",False,False,False,False,False,False,False,True,False,False
Will he return to chess????,False,True,False,False,False,False,False,False,False,False
Category:Norwegian chess players.,False,True,False,False,False,False,False,False,False,False
"[13] Carlsen developed his early chess skills playing by himself for hours on endmoving the pieces around, searching for combinations , and replaying games and positions his father showed him.",False,True,False,False,False,False,False,False,False,False
Carlsen close to world title after Anand blunders in game 9.,False,False,False,False,False,False,False,False,False,True
"The Chess Oscar, organised by the Russian chess magazine 64 , was awarded to the year's best player according to a worldwide poll of leading chess critics, writers, and journalists, but it was no longer awarded after 2013, as 64 ceased publication.",False,True,False,False,False,False,False,False,False,True
"^ ""Aronian wins World Blitz Championship"" .",False,False,False,True,False,False,False,False,True,False
The 29-year-old Norwegian grandmaster achieved his feat while playing against opponents who had a far higher average Fide rating  the rankings that govern international chess competition  than Tiviakovs rivals.,False,True,False,False,False,False,False,False,False,False
Here are the results of both Bosna tournaments:.,False,False,True,False,False,False,False,False,False,False
By the way there rarely has been such a well deserved world chess champion.,False,True,False,False,False,False,False,False,False,True
"Obviously I admire a lot of players, the world champions, but my favorite player of all time or now, I could not say.",False,False,False,False,False,False,False,False,False,True
The chess grandmaster Magnus Carlsen announced last week that he will not defend his world championship next year.,False,True,False,False,True,False,False,False,False,True
Carlsen retained his title by defeating Caruana 30 in rapid tiebreak games.,False,False,False,False,False,True,False,False,False,False
